2222 45693
419 830 6448
763 1204 9170
1900 481 938
1605 1598 6680
850 1982 5287
1465 618 9650
1228 210 8440
239 1384 6308
790 2155 4303
286 1062 5426
963 1572 6117
1234 68 9294
65 1646 4558
890 1059 6985
171 140 8469
2031 762 4319
747 691 4072
558 1152 3398
495 1820 4895
632 961 9263
704 479 5683
432 958 4894
8 1272 6215
2212 241 7885
928 205 2799
2028 1287 9112
446 233 3278
741 936 4301
1921 1901 2042
1933 199 5376
833 1824 2189
437 1770 6171
1806 2005 3481
84 2049 943
1555 1884 6650
1574 1597 417
1482 1917 3706
238 1485 4444
847 1335 4378
1104 835 6511
1636 2118 3278
1694 436 2970
1133 1942 9565
1741 1691 320
540 1669 7388
1655 1945 6597
35 139 6432
459 877 523
180 1143 4568
796 2216 4497
884 1003 9555
881 1915 7014
875 2035 9145
1989 590 3017
1579 1157 4387
2042 1546 2667
854 1548 8818
2169 2156 3337
573 1675 8667
799 557 2796
1070 1470 7568
105 308 6193
442 920 1485
1860 190 8322
356 52 2954
2038 617 5936
169 1600 3189
2038 180 4692
1525 1371 6526
1617 293 7136
1608 780 7221
1897 462 6303
1620 1366 7359
253 2108 1547
1320 905 35
197 2184 2522
674 21 5477
1544 593 2018
1203 938 5462
647 180 556
922 1917 9428
732 1916 8510
2178 143 9321
235 11 340
541 1436 3366
517 1278 1773
267 1147 7631
308 422 9868
414 175 4637
636 1560 5155
122 2087 7869
1617 2188 786
1756 866 56
536 161 834
513 2161 3486
1429 1864 2827
1242 1511 9534
893 971 767
595 1430 2264
1722 318 1117
1812 1273 2191
1136 1254 1787
57 201 5540
459 1099 8720
1018 1316 1471
435 722 1731
492 1828 851
789 676 9738
1865 858 1126
380 2003 93
710 2149 7365
1508 1871 1325
1604 816 9275
1724 1841 2311
109 1809 9452
1524 1542 9655
1101 16 8135
1388 2010 7478
13 658 2661
823 1017 4700
713 1715 396
193 857 336
850 423 8495
975 102 9355
172 12 1998
692 1173 5934
558 729 2157
1966 1964 3027
643 1610 3169
110 2210 3802
1575 833 6286
1711 2179 8680
662 1589 7690
1857 462 4473
325 1905 6196
74 452 6431
2185 553 6106
358 845 6957
1353 149 7962
91 687 2459
2046 510 6283
222 1612 8689
1035 490 8535
118 1942 139
544 1378 7847
769 1199 2746
427 945 1032
360 1317 8153
1221 676 3462
1938 1399 2863
1432 221 3042
1551 483 2616
2063 624 972
678 319 7341
295 1472 8237
1815 1680 1010
498 1920 8285
1928 12 8770
1233 1341 2693
1207 418 3285
976 1871 3569
1619 713 9564
281 1125 1043
886 1382 8225
1649 545 6649
685 1247 8325
104 632 3585
670 340 7640
851 1812 4667
706 1572 485
1935 1883 3811
372 500 3177
752 1404 9537
671 858 3340
961 1649 1017
1367 963 833
1798 678 3556
1488 1905 7298
942 511 8041
211 2117 359
505 467 3104
2134 1448 2213
1899 50 8578
1644 1518 6732
1800 806 7289
3 1550 167
699 1702 5380
1347 255 8917
1924 602 8355
1487 596 7402
1221 1303 3076
1707 1992 8910
471 831 2359
1967 798 9265
1757 1753 835
729 931 4196
1625 831 1945
1716 1471 5068
66 1285 7
335 317 1461
196 2091 3230
1942 199 4903
585 793 2746
435 2051 8383
173 1207 6818
1495 942 8952
1936 1227 1863
2012 360 7563
545 331 6863
1293 1202 9147
626 1611 4220
1809 517 4445
1 2118 8033
235 197 8564
639 1001 3025
485 9 6771
489 1501 3470
141 904 936
204 1784 8175
57 1912 6078
611 1198 4523
1524 28 9185
1232 671 9492
1590 1610 3081
896 1328 289
1861 1323 4933
1841 1959 7899
807 1377 1004
1728 354 3702
785 726 3369
12 1098 5329
1708 1172 1204
1477 231 9696
542 1624 1535
2053 1213 5323
1472 1599 4203
869 1923 6572
795 226 3441
1307 804 9100
137 1444 230
434 1773 1780
730 107 3969
467 1401 1419
2034 2036 8135
1106 731 4518
1377 709 1271
2009 552 1130
2152 810 2169
637 1770 7192
312 1137 2430
1372 842 2202
505 568 7371
1354 216 353
2058 1845 1492
1362 671 5570
148 1525 5186
2046 1080 1163
904 1104 7892
185 1455 2534
1715 514 9623
1126 472 1933
581 1409 3817
706 1587 4125
2016 1507 2785
939 2020 6173
586 1403 6042
882 406 2259
14 2118 1127
1760 1516 7689
142 1967 6308
122 1020 4246
1849 1920 1213
295 1884 8606
359 363 7345
275 1568 5989
2116 1409 9457
103 2072 265
1962 40 6587
1191 1905 5882
787 1058 9275
804 1616 8579
762 415 5892
1675 1860 1057
1637 644 7190
379 816 8049
1385 1591 6334
476 1169 8186
2016 52 8742
374 1784 1633
1981 1957 7066
1066 205 5632
1514 229 4079
799 1275 792
1645 1459 5992
944 429 8453
1624 651 8086
1021 2077 8992
240 1567 3922
708 1048 8221
1256 2080 9936
1475 736 6375
820 1194 6685
662 1169 5071
38 1526 7261
531 1175 5385
482 1343 6741
270 498 9347
2097 133 5543
450 1414 5991
2172 214 364
2114 671 5901
831 303 9188
1278 492 1353
1431 872 2295
1309 627 4897
1870 1350 7932
400 2204 9527
1738 683 6252
417 1085 727
1284 1999 4496
414 797 1501
1780 28 6356
1698 973 966
1856 973 8177
1111 402 3828
1141 937 8642
33 1108 821
982 114 2642
1213 71 7365
2104 1343 6677
132 761 8917
109 1506 6594
1047 1363 4960
1654 1591 9720
1703 281 5732
2134 1933 2817
1085 192 4242
2078 1031 9643
471 1464 8355
2033 246 8037
1005 37 9773
1956 1503 9301
286 840 2223
460 1672 640
362 964 9961
99 2070 3601
2168 1803 8917
576 649 4217
582 2207 1919
1084 501 458
776 1963 3878
1968 339 4877
856 1706 2590
166 1053 8061
768 1450 4595
1307 817 4954
889 485 5566
1788 2183 8306
2190 1538 8331
1869 875 9198
1293 1390 2505
1349 2215 1646
516 564 3432
1725 1828 3737
1972 1842 6946
1908 449 5264
1928 309 9040
90 1849 2021
1551 611 9141
387 427 590
187 1903 5408
976 427 9383
1066 1949 2229
337 1405 8787
1014 752 6043
1612 833 7980
341 565 7869
2183 89 9119
376 1315 9561
705 163 649
1665 536 9461
382 1624 3188
112 174 1971
330 1170 3624
1017 142 686
427 533 3617
796 306 2019
2129 248 7172
2037 478 9360
1856 1299 100
615 729 7809
136 1731 2776
1684 664 2552
1867 279 2377
327 1234 9985
1459 560 3969
566 1841 6567
351 2032 8546
95 907 9745
1716 21 7686
1215 566 8525
1307 1527 1786
976 1583 8326
1023 1064 1128
1642 348 7069
1707 1740 226
1020 1697 447
644 1212 4195
1808 1880 81
1541 86 4686
1655 359 4185
616 263 9784
560 347 8997
137 2029 421
389 732 506
1003 863 414
984 1211 8073
799 418 6732
2130 1362 3394
426 475 4204
59 11 7128
447 1112 4246
2164 691 3077
183 1754 2684
903 557 1613
1614 1830 4562
699 1765 4924
2056 1316 7862
176 1650 253
1655 270 1257
1503 2027 3473
782 1383 6239
2142 31 5735
1564 847 2619
799 445 786
1259 1772 3110
720 464 3535
1640 1392 5901
595 411 4981
230 1447 6338
93 573 2370
149 2091 585
157 2 9650
718 541 6466
761 1656 2683
291 1654 7994
2001 1619 5719
986 1748 6073
613 1695 9964
976 1880 3834
339 1855 7565
271 1981 4542
800 327 4400
1288 2166 1106
372 588 8737
104 930 8597
1317 1675 149
1798 2104 9798
1536 276 2565
1448 838 8356
1612 2210 7886
1784 326 6514
536 375 5997
516 594 461
2025 1716 5246
240 1277 861
1856 1355 9023
1836 303 7355
1218 93 5161
281 1915 7793
1410 1412 6794
2200 852 7876
524 267 6348
377 2184 5820
1374 1663 4111
522 2184 1427
1744 272 5252
935 1854 8078
1425 1315 4245
1458 1262 2920
751 977 7859
159 936 8807
2197 1318 8495
715 1439 1045
538 1477 902
78 1196 8325
1375 138 433
35 1461 7247
840 1364 5691
1859 1215 1135
1644 1524 7321
906 2215 7975
1932 357 552
1353 1581 585
919 951 2497
958 2092 9131
892 490 5743
1378 1949 3725
1301 1895 6249
773 1952 4756
277 173 4757
90 759 9465
620 841 153
1879 1861 9669
1442 291 9626
653 1190 9491
1207 2210 2332
412 2136 7606
690 1783 8474
1228 1043 5982
347 2216 6722
1705 2129 4612
1687 1214 4105
978 1738 6672
1541 42 3348
700 1530 7231
533 1754 1044
2037 1587 1066
413 1324 8243
1208 2135 6951
212 1132 2332
1726 427 5771
1113 2096 9379
947 655 5274
1550 1165 3622
1178 1082 3897
41 868 1737
15 1349 2709
739 2204 2661
684 803 3301
1727 2184 2524
938 1171 925
1719 641 6785
309 469 3667
688 920 8064
1212 992 706
2146 1685 8984
1090 508 3802
2140 890 1622
1429 2117 8441
1477 470 4778
1031 1739 982
2209 1439 8776
1833 2105 316
1685 37 3386
2045 1934 9920
1732 1887 7561
391 1687 9943
1467 1976 4408
1162 1533 4350
1145 868 9105
940 1268 5320
730 687 1363
1924 678 1157
1330 1221 6319
2069 1144 7627
78 2031 3492
1958 2203 9760
1417 650 368
284 73 6744
1917 594 1213
394 2122 7395
700 1417 4101
848 678 5763
2186 28 3255
867 763 296
357 989 1193
2126 593 3815
817 44 6867
1468 1650 9710
798 2218 5624
220 2150 9814
60 1469 8880
1721 115 993
1218 6 9603
1872 266 5673
1900 1691 2707
1438 1356 3794
770 956 7785
1704 123 8600
1202 583 7085
2066 473 8365
1311 134 6984
810 696 3054
1632 2199 4333
1789 138 5545
39 710 986
511 81 6068
1716 1467 1549
125 1858 9655
2066 1433 7427
695 1672 9551
1261 757 2530
1920 543 8258
1937 920 4575
1656 1146 9504
2073 1875 4181
182 1508 3735
1306 2034 8081
2086 2068 5598
2079 2051 6295
1827 184 7849
252 1147 2510
745 1053 4923
30 570 3160
1134 962 8573
602 347 8753
151 944 1609
1838 402 9120
1575 668 2212
1149 1904 4656
722 1566 1648
1332 1195 6654
1880 1971 6946
312 8 4772
644 1541 7270
1275 912 1846
563 1984 9379
465 47 4479
1880 737 946
1788 2165 3551
852 1338 5309
1289 1107 8142
890 1948 4919
1324 983 8401
632 573 5902
1130 1610 4694
203 498 8832
1856 1737 2502
1121 649 6890
1944 819 3604
1727 599 7829
608 2140 8159
1789 901 7513
26 46 4677
547 1356 7266
1725 962 1999
1701 1492 1699
2096 44 2380
139 911 7367
911 595 3372
505 1634 8290
1105 1489 7082
1916 1059 9577
2122 1469 8969
833 1255 5386
142 582 7569
1582 1559 5500
548 2084 1944
1108 1882 9103
567 913 7978
1210 1255 4226
2174 80 7173
560 518 6380
1233 2042 7933
1865 991 4491
1954 2125 1958
939 789 7427
1329 354 199
2066 901 1233
380 1344 7205
996 788 8254
1272 1917 8589
974 1006 1176
432 2206 4360
1544 687 5497
399 1028 8119
2001 2190 4792
1753 2155 4319
579 2136 9410
2192 1121 2305
963 1817 1248
393 426 3876
523 263 7270
1686 594 820
1081 708 7040
1490 128 9385
804 1844 337
1836 391 9594
1276 227 4634
1769 1809 1666
1199 1498 1002
1163 2105 9815
584 879 2590
884 1720 2267
527 1311 465
947 317 4779
1878 775 7879
119 2004 4124
181 1172 5518
1078 2057 7500
33 1232 2238
1380 440 5520
522 246 7439
1525 330 2410
2172 1400 7682
1324 76 5901
2169 858 2053
594 826 2626
1618 424 1225
1358 811 1573
629 2065 6932
1424 1302 4412
1525 454 4767
1262 1716 2131
1267 21 1229
1240 77 9513
516 1620 6946
1122 1479 6745
163 1317 2818
1666 1667 8701
662 624 8654
627 2077 8046
2062 1086 2990
1437 1036 6787
503 1616 2611
744 763 1053
200 1865 2375
870 511 22
68 490 3400
1330 846 4255
1396 1166 6601
1645 744 4691
2096 104 1731
1990 1847 3170
1588 1689 9256
1258 414 2949
141 1543 4639
315 1286 7771
1626 577 361
1725 410 8818
832 1944 8545
787 574 3806
1500 99 5541
783 1152 9977
307 1448 2625
578 350 9414
292 668 900
1015 397 1909
1505 805 3641
373 1248 4647
89 1393 1562
1237 330 7348
1389 1894 6964
1578 1447 6888
1664 1639 777
1287 1783 713
527 2113 8605
1056 79 5607
286 2198 8299
1524 836 1992
685 1982 1129
1768 1246 7484
632 878 6290
1882 1792 2152
96 1838 4091
1840 2167 1127
2080 1411 5334
1185 2203 5899
779 2136 1804
1208 2179 9725
819 339 3106
486 1941 8705
1539 2162 2188
212 111 6692
2032 1315 9219
1355 2079 9859
861 1751 3393
562 2090 4792
371 916 9142
1945 928 8709
490 1988 5378
875 1719 734
1781 178 1093
804 12 2939
1715 572 5847
1485 2206 1933
1369 698 342
2171 902 8293
363 1533 7015
1421 1333 1637
506 1851 3017
1186 385 2670
1613 237 8343
1106 1735 4367
2115 1864 3668
768 463 3894
1254 608 8340
172 98 1243
1701 918 628
2003 2151 2503
598 1505 9060
1470 460 3856
328 2088 6218
2159 386 6749
2148 1763 3622
1592 386 5717
2092 1089 616
1514 1153 1752
637 49 4251
324 774 8182
1076 2090 2479
460 1800 6532
2208 318 8568
1748 844 5162
1184 2062 9326
1166 40 3808
1486 1558 2419
838 432 2601
1555 1523 1137
2029 1002 8099
66 1036 3615
1827 862 2259
2039 1371 1996
1710 2131 1763
2177 203 7277
1922 2000 7235
2009 1852 27
1283 312 1336
11 216 232
1185 1206 4729
1405 1422 4767
740 1910 5559
1478 383 4724
2039 1469 3471
2077 684 6079
2186 1605 6321
1848 853 9419
946 251 2267
1783 876 5585
2111 259 4754
676 1845 6316
1279 1942 2843
1228 159 1579
335 646 2462
1270 2220 6729
2025 1098 7223
1231 2135 6386
2046 188 4429
561 486 2645
1046 792 4967
1645 1949 4534
223 1436 7216
2 386 2512
50 1489 2653
1767 1806 1009
969 534 3685
1607 1485 7975
1700 2050 9796
1577 1487 2931
1264 1858 1469
1310 1283 2596
1983 652 8703
802 17 4643
1569 1021 5749
1872 254 5239
165 1445 6999
98 1230 2940
1635 151 1130
672 108 4870
239 2071 6868
1412 805 7961
1629 692 8765
894 2115 1439
1526 1216 4676
540 417 5206
1869 800 2063
93 2013 2288
985 1899 2769
394 975 9981
159 1865 9119
187 138 8200
34 282 3076
548 2036 5010
961 941 3127
1916 698 8101
1451 1356 9183
103 1436 2516
2029 789 2078
2219 147 6290
907 307 4384
49 1776 4600
537 1614 3662
1697 515 6676
1132 108 5448
562 458 7243
132 2126 5294
1041 1247 5385
824 221 2259
670 1352 6989
1700 634 2994
475 1611 7749
146 2200 7850
300 485 2909
902 1264 8631
989 142 5825
1365 1122 8380
1030 1779 413
1768 1975 6084
1002 674 1065
310 637 740
1582 1884 6714
334 426 6722
1095 551 6457
2204 1469 779
1536 278 6447
1621 854 3493
1113 712 2476
1643 903 5877
2193 1550 8624
1943 2079 6299
1892 1592 4138
530 1193 9616
83 1801 9399
1390 429 7353
848 929 6308
1916 452 6224
1569 1222 213
1318 1327 6526
1626 1837 3655
931 996 7520
1091 947 8750
383 1398 4583
1975 780 9442
130 1294 9179
1846 1713 9576
2208 554 3914
298 2122 4301
373 140 1232
1884 2119 4442
2123 1153 9816
341 690 9743
8 1363 9676
164 739 5366
1810 1161 6482
1955 2197 2963
1957 1960 5673
40 2216 5771
2153 1524 1172
1350 2132 4703
642 878 3483
1935 1549 3522
2028 996 3559
2178 1998 8553
441 1045 9490
2097 234 2810
1494 272 4729
180 2107 3920
1863 361 6851
2070 59 7114
1063 1244 4128
1453 610 6252
1649 489 3994
37 737 3883
562 1134 7557
1459 552 2458
923 1083 2642
599 391 9608
1818 2092 3428
1322 56 1407
187 180 2780
468 2167 3691
1108 1673 1143
621 1816 5071
1586 1655 9685
669 2060 2461
484 1982 5034
1204 587 690
251 1008 2745
954 1790 2641
1265 2198 9842
583 466 4875
1602 658 7645
2203 1215 726
313 1202 4912
1805 1430 1245
554 1604 4514
453 2100 9519
1771 835 8746
1081 1334 8548
1767 1490 3245
2057 1849 8537
961 25 418
1136 1472 3556
1823 212 4988
534 1238 3393
1826 1721 1206
432 129 8138
319 686 1082
593 1565 503
666 483 9038
793 2180 3956
99 1182 4043
756 1838 1675
1773 2022 1117
209 2145 4166
207 1089 4267
180 736 6154
1584 780 9864
1199 1899 9075
495 1069 2824
1753 807 3645
356 430 9450
591 534 7197
1683 50 7079
775 1835 3447
88 1055 1488
1396 1030 6002
886 1489 6283
1504 1773 9457
658 1043 7225
961 2136 9324
1941 1776 8730
551 764 2620
2103 157 1710
881 1211 5212
1320 743 2850
1956 73 5402
2145 687 7320
1856 626 5196
671 1866 593
213 177 3761
200 271 583
1580 704 535
2197 1220 4393
905 1448 1350
929 1116 647
103 1932 4910
1833 2187 3130
707 2042 6058
613 853 7654
1396 1221 2529
933 466 6961
689 2068 5387
1836 354 377
1811 39 2303
1770 83 7093
1622 2020 594
629 161 4452
1527 888 6595
606 33 7626
640 2017 4588
1768 1991 7553
1712 340 852
149 1999 4134
1395 606 4944
1652 1216 9361
1725 1111 3088
2061 965 3513
2110 544 1396
1998 571 7430
276 1097 3069
740 1176 6322
670 214 6116
881 585 8298
1330 572 6005
1030 1078 3475
1 1752 1032
510 384 1472
638 1052 8148
2156 552 7694
1023 284 3272
1125 1977 4512
1161 2037 505
1629 674 2225
845 2188 1128
2208 2096 4729
1741 1223 1454
2002 1871 1347
838 1384 482
2053 1027 9800
562 930 7948
170 80 2539
207 985 8381
897 1465 9358
1620 1341 4183
1577 454 4125
1488 1861 7840
1889 1902 2022
33 1292 1099
1193 943 4365
2022 726 2266
1497 1834 4396
799 695 681
1164 578 4664
1956 1156 5674
2003 1348 7170
1262 1729 2121
969 1692 2565
136 635 8189
405 1767 6901
1581 421 6452
2161 1178 6515
901 1833 8930
1709 28 9204
864 2138 6214
1569 1877 6003
362 1640 2670
1414 347 4585
98 1474 902
1837 90 6254
784 765 5717
1631 1061 6056
2048 608 634
2035 2127 1816
781 1628 7774
1094 361 8733
1341 946 5091
1872 250 5388
1157 1526 9
1701 2217 5275
1376 1930 2905
1255 1514 3241
1068 1442 2472
37 931 5559
2123 1383 3532
341 1402 7185
2108 236 6431
1913 1000 7996
634 196 4911
1226 979 3674
60 933 7778
368 1516 7648
504 886 5626
1068 2039 693
1658 377 6721
2025 1768 4732
823 1520 5956
191 2036 3476
682 2049 2155
2193 245 5474
247 1485 8946
877 812 5376
1695 1414 4709
412 35 335
1177 700 392
1830 1278 9168
584 168 1357
402 336 2184
279 557 7938
32 1857 6573
1112 1236 8263
1855 1289 1530
1354 1478 9174
1429 817 7098
878 474 6714
1602 1151 1042
1379 2158 1745
399 1602 920
2022 1714 528
1511 1189 4820
1564 711 8180
1566 655 2687
654 332 8578
539 1818 1215
2082 97 3602
2131 1888 4736
75 1358 5700
574 881 4694
415 72 8048
1477 1338 1023
607 1334 2746
2207 2147 465
2195 1234 5872
731 1605 1062
1850 1064 1790
1239 695 9195
1527 978 2739
1579 1588 9629
1549 145 2996
311 2000 4029
7 886 6849
815 32 8205
906 561 4165
926 85 5552
673 2099 5423
998 264 2875
2140 608 1069
648 675 9161
1482 497 5494
447 131 8649
1528 703 633
502 430 7317
52 932 5651
821 96 239
64 1664 296
262 143 5421
934 1649 3016
499 1129 7408
1787 200 3413
752 1560 1628
792 1124 2229
1781 1596 4561
212 1556 7463
324 204 435
376 1510 3995
2216 1678 8781
1864 1965 2077
350 422 8662
995 396 2725
1594 2090 8331
406 1729 9665
909 1902 7976
76 2087 8829
1698 942 2600
126 1767 7264
568 415 8361
1775 63 6720
1693 2061 5080
1254 684 3931
1009 369 1449
1570 869 6918
184 494 3664
723 18 1014
1368 456 5917
2045 186 9113
2067 151 2039
985 1702 4082
941 868 3591
160 730 2119
199 1151 1554
407 2109 9313
49 1429 5546
1713 34 8800
857 2184 5574
971 588 1374
1348 1207 339
300 1475 6814
1406 1289 5983
1989 2166 3982
2041 2070 5532
1307 984 9661
552 1144 9687
1020 1385 2015
838 825 3091
2107 138 2416
1972 122 7387
1472 348 8756
2073 869 7697
370 2019 3908
1244 2167 7583
221 209 7778
1714 888 5725
1968 1 9292
1930 1720 7209
2038 645 2386
1990 883 2678
277 116 6273
1742 1305 8818
944 1034 2171
1432 471 8487
221 1365 8429
147 1466 9440
597 1709 4036
2134 426 2702
1024 490 9180
1423 410 313
1490 347 9227
1919 1113 2622
1656 1466 1927
1621 1718 6378
40 1278 2013
1207 1874 1499
1715 60 6165
1740 1693 1645
270 1382 218
2068 1463 8556
178 1764 5463
2106 340 9856
1955 2002 7148
876 201 515
135 253 2103
1107 1200 7529
2077 1894 3437
579 1427 673
231 1092 3637
